Clean_Reviews,Sentiment_label
yeh band tou bohat madadgaar hai iss se mein apne sehat ka bhi andaza laga sakta hon calorie tracker bhi hai aur steps bhi record karta hai mein bohat khush hon iski kareedari se aur dosaron ko bhi recommend karunga,2
achay hn bot,1
bot acha aa mujy bot acha laga,2
price k lehaz se bohat achi hain kapra bohat hi halka aur naram hai ghar mein roz marra istemaal k liye tw behtren hai shirts ki variety b ziada quality b achi aur dhulne k baad na color kharab hua na hi yeh shrink huui,2
bhot mota kapra tha mujhe tu roz pehnnay ke liye chahiye thi laken ye tshirts sirf sardiyoon mein pehni ja sakti hain kyunkay ye bhot garam hain uske ilawa inka color bhi thorha fade hua wa hai price kaam thi iski yeat bhot achi hai,2
nu doubt quality bht achi ha magar mene yeh white shirt order ki thi mgr package may baki saray colour same thay bot white ki jagha yellow tha ur blue ka size large tha ehtiyat kia karo daraz management haram k paisay nai hain logon k,0
yeh shirts bohat hi achi lagin mjhe kyun k inka kapra bilkul garmiun k lehaz se munasib hai naram b hain aur pehenne mein aramday bhi size mjhe sbka sahi aya bs blue wali thori si choti thi baqi charon sahi aayi mein inko pehen k bohat sukoon mehsoos karta hon,2
beutyfull,1
its good aas compare tu price may aur kya milega,2
lekin hard bht ha,0
mein satisfy hon iss product se kiu k agar apka mobile apki paas na ho ur call ajae tu apko notify mil jata mein mutmaen hon iss product se ur iski quality se,0
bilkul bekar shoes send karte hn koi bay na kare mn bhi le kar pashta raha hn,0
sharifkhan,1
achi shirts hain har lehaz se price mein kaam hain lekin quality k sath koi compromise nahi stuff bohat hi light hai aur pehen k bohat hi sukoon feel hota hai fitting b mjhe theek ai bs size ka thora issue tha grey wali small size thi lekin uske elawa sb bilkul sahi tha,0
bilkul rd class quality hai agar koi b cheez jo dikhao wohi customer ko deni chahiye laikin yahan aisa bilkul b nahi kindly carefully fulfil your commitments,0
in trousers ki quality itni koi khaas nahi hai lekin phir b kaafi achi hai price k lehaz se kapra naram hai aur pehenne may sukoon deta hai length aur fitting mjhe bilkul perfect ai isliye mjhe iss se kisi kism ki koi shikayat nahi bs agar quality thori aur behtar hojati tw yeh trousers ziada achay lagtay,2
boht awla adv karti hain ur bakwas tareen stitching ur stuff bewaqoof mat bnye mohtrm ye tu advertisment ur istrha ki chizen bech k daraz ka name kharab kar ri hn,0
aala quality k pajamas hain yeh inka kapra bohat hi naram hai aur pehen k bohat sukoon milta hai sonay k liye b zbrdst hai aur bahir chilling willing k liye b theek hai bilkul silai b sahi hui hai aur price k lehaz se tw yeh pack hai hi zabardast,2
bohat jaldi received howa aur bohat behtar qaulity hai iss keemat mein,2
mein iss baat se bohat hi mukhalif hon k jo tasveer may dikhatay hain wo asal may hota nahi hai in shirts ki stitching aur size tw bilkul theek hai lekin kapra aisa hai k aik du baar dhool k hi kharab hogaya hai ruaan agaya ahi aur shine bilukl khatam hogai aur ab yeh shirts pehenne k qabil tw nahi rahi isliye ghar ka pocha hi banana para mere betay ne yeh apne liye mangai thi aur mushkil se du hi bar pehni hogi isne bs aur yeh kharab hogai,0
mene watches order ki thi par aik watch may lock handle nai aya sath,1
size aur fitting se lekkar kapray ki quality sab se mein mutmaeen hon achay rate per available thay aur design aur pattern bhi jaisa website pe dekhaya gaya tha waisa hi deliver hua hai,0
qualtiy aur size bauht acha hai,2
price k lehaz se theek hai isliye star rating deraha hon quality se b mjhe koi shikayat nahi hai acha kapra hai naram b hau aur iss mosam k lehaz se kaafi behtareen hai qk patla hai tw ziada garmi ka ehsas nahi hota pehen k bs aik cheez se bohat na khush hua hon mein aur wo hai size mene yeh shirts apne liye mangai theen aur xl order kiya tha lekin jab yeh parcel mosul hua tw xl dekh k heran hi reh gya itna chota size tha jese k china k logon k liye ho pakistani built k lehaz se tw bilkul b nahi tha yeh aur mera beta jo small size pehenta hai usay ai hain yeh shirts pehlay b mere sath size ka issue aya tha abhi bhi haan bs quality achi hai ghar pehenne k liye kapra bilkul munasib hai dho kar abhi tak dekha nahi tw kuch keh nahi skta,0
this iss one great pack with soch attractive colors nut only thay cotton quality iss impressive bot thay stitching iss so neat and thay size iss perfect thay stuff iss so good and thay variety of colors has maday this pack aa worthy purchase it s aa good pack for chilling casually ur for aa comfortable sleep aas well,2
un for now because eay havent washed them bot im content with thay quality of these tees and thay darazs services thay material iss so comfy and eay feel snug in these shirts this pack didn t include aa yellow color tee bot eay got that one instead of grey well its okay i kept it because of thay good qualityy stuff and perfect fitting bi looking aat it eay though thay size iss large bot it fits ideally un mi body,2
jacket ki quality achi nahi hai,0
nice cool,1
mujhe dono hoodies ka color bohat acha laga blue jeans ke sath color aur suit karta hai har tarha se mutmayeen hon,2
stuf acha hi ur delivery kaafi jaldi ai hi,2
kuch khaas nhi hai,1
munasib keemat mein achi quality ki shirts eyh tou bara acha hogaya mere liay shirts ka material bara acha hai ramzan ke dinnoun mein garmi kaatne ke liay bohat kaam ayega aur saray colours se mein mutmaeen jis mein se pasandeeda black wala hai,2
simple si shirts hain lekin inka fabric bara acha hai aur in garmuin ke liay best hai paanchon rung se mein bohat khush hon aur sab mujh per best lagtay hain dd iss ko mein poray mein se dunga,2
perfect size perfect fitting aur perfect colours mein tou bohat khush hon in shirts se jaisay mangii thi waisay hi deliver hui hain aur garmiun ke liay yeh cotton material sab se acha hai zyada agrmi bhi nai lagti aur skin rash bhi nai hotay,2
mein tou in dono jacket se khush hon black wali grey wali se behtar lagti hai lekin quality dono ki aala hai aur dono mein koi nuks nai hain,0
bakwas jo dakhnay mai hai wesi bilkul nahi mein ne khud liay hai lahore k address pe deliver hui hai aur farig presented,0
iss mein xl se bara size hai,0
kaafi rough si feel hai iski pehnay mein comfortable tou hai liken kapra itna naram nahi hai aur bhari mehsoos hota hai,2
waisay pehnnay waghera mein garam hai liken quality thori halki lagi mujhe iski kyunkay thoray hay dinn mein purani purani si lagnay lagi,0
thay fleece jackets best thing iss surely its low price eay aam happy tu have gotten aa pretty decent looking warm jacket,0
eay have ordered this fleece jacket twice once in black aa while back and now this and eay was really surprised aas thay black one was so good and this one just isnt hitting thay right spot it may look good bot thay quality of thay fabric iss really low,1
price ke hisaab se quality achi farham ki gayi sardiyoon ke liye mufeed saabit hui kyunkay kapra kaafi garam hai,0
mein in shirts ki quality aur stitching se mutmaeen hon itni achi size ki shirts aur colour quality bhi aisi ke wash mein jaakar bhi fade na ho in sab ko maddenazar rakh kay price mein bohat fit hain,2
sahi hain yeh shirts aur inki quality bhi pasand aayi mujhe variety bari hain in shirtoun mein aur inners ke liay bohat acha alternative hai yeh,2
hay tu boht acha bot color kutton ne kiu aurbdia hay,2
quality thori halki lagi mujhe iski kyunkay thoray hay dinn mein purani purani si lagnay lagi waisay pehnnay waghera mein garam hai,0
kaafi rough si feel hai iski pehnay mein comfortable tou hai liken kapra itna naram nahi hai aur bhari mehsoos hota hai,2
kapra mota nhi hi bot kisi t shirt k uper chl jae ga fashion k tor par bot advice hi mat lo,0
bht e ghatia fabric jo pic mein nazar aa ra wo ye chez e nai hi im really disappoint mein first time daraz se experience kiya ur bht bura experience rha,0
achi hai,2
mashaallah se yeh pura pack bohat acha hai quality bhi wazeh horahi hai ke bari achi hai aur size mein hi best hai bara acha shopping experience raha hai,2
kaafi comfortable hai pehnnay mein aur black color honay ki wajha se ye har cheez par chal jati hai mein islye aksar ye hoodie pehnta hon liken shukar hai fitting waghera sub theek hai phr bhi,2
iss se betar material istemaal karte tou zyada etar hota iss mien tou garmi hi nai lagtee balkay material itna halka hai ke sardiyoon ke bajaye garmiun mein istemaal karo,1
bas iska kapra thora halka hai lekin b aky sab kuch zabardast socha tha ke shahyed mota kapra aye lekin yeh bhi istemaal ke qabil hai,2
bas kaam chalao hain acceptable quality,0
bakwas,0
mein iski fabric aur fitting se kaafi mutmaeen hon kiunkay jitna comfortable iss ka fabric hai uska double impact user per parhta hai bilkul aik body shaper ki tarhan kaam karta hai aur slim fitting wali shirts ba aasani pehn sakta hon ab,2
mangwa kar galti hogai thi bilkul ghatiya hai,0
sardio k liy bht acha tha bht garam kapra hai,2
good hai bht achi jackat hai sar,2
itna chota sa pendant meine size ka andaza nai lagaya tha lekin iss price mein itna bhi chota nai hona chaiye quality tou sahi ha lekin size ka issue hai dil bharr gaya,0
jaisa dekha tha waisay bhi deliver kia hai price bhi achi hai aur gift bhi acha khaasa ban sakta hai yeh,2
bht bekar quality hay chubh rahay hen aankho may,0
bht low quality k hain lgate hi ankh may mirchain lgti and chubhte bht,0
please mat khareedna koi b mainy mangway hain itni low quality hai ankh mein fix e ny hoti ur chubty hain ankh mein ur headache start ho jata hai please koi b na khareedi mainy b paisy waste kiye,0
sir may ye samaan lena chata ho,1
mai boht zada mutmayeen hon iss locket se kyunkay mjhe ye aik dum aisi hay mili hai jaisi ye picture mai dikhayi gayi thi aur mjhe iski quality bhi pasand aayi dono chain aur locket bilkul sahi thi aur pehnnay mai bhi bilkul buri nahi,2
yeh ring website pe tou bari pyari lagrahee hai lekin asal mein itni khaas nai hai ispe uper jo zirconum laga hai who acha hailekin band patla sa hai aur itna acha nai lagraha looks mein goft tou dedia hai aur unhoun ne koi shikayat nai kee lekin mera dil khud nai maan raha isko,0
bilkul zabardast experience tha aur mai boht khush hon ke ye necklacebilkul waisa hay tha jaisa ye picture mai dikhaya gaya tha aur iska design boht khobsorat hai aur pehnnay mai bhi kaafi acha lagta hai tou koi shikayat nahi hai,2
bohot khoob,2
zabardust,2
pic k mutabik nahi hai milta,1
nice product good quality fast shipping reasonable price,2
achay quality nai hai ur watch k jo dailer hain wo fit hay nai hoti mein sy sirf hay fit hota hai eay m nut happy,0
karahi achi hai lekin kapra kuch acha nahin lawn cotton nahin kuch ur hai jese latha hota hai wesa hai per theek hai,2
yeh sandals bohat hi pyarri hai aur iss ka material waqaii hi imported grade ka lagta hai mazboot bhi hai aur aramday bhi isko har din ke sitemal ke liay rakha hua hai aur pairoun pe zydad dard bhi nia hoti,2
mujy bht achi lgin hen ye churidaar r ye strechable b hen phnny k baad mzeed khul jati hen,2
white wali tights thori si phatti huin theen jiski wajah se wou tu mein pehen nahi saki liken baki theek hain quality waghera okay hai mere hisaab se,0
thay fabric was good bot stitching was nut good and after wearing these churidaars for once thay stitches are toured off,2
although its nut baad bot thay stuff iss nut fleece,0
kya cheez ha har kici ne like ki,2
sweater ke fabric ki quality itni pasand nahi aayi thora itchy feel hota hai liken waisay pehnay mein garam hai,2
thay sweater iss maday out of thick warm cloth yet aat thay same time looks stylish aas well eay really like thay buttons un its side and design un thay collar plus aat thay same time thay quality of thay fabric used iss pretty amazing whats more iss that it fits perfectly aas well and considering its fabric quality eay dont think its going tu loose its fitting any time sun eay aam very much satisfied and happy with this product,1
nice thnks daraz,1
mein in dono belts se mutmaeen nai hon chalne mein tou yeh bilkul bhi mazedar nai hai aur iss ko jab bhi pehnna hai bas kuch zyada hi tight mehsoos hota hai aur kuch nai aat,2
slim logo k liay fit hai,2
mein ny jo watch order ki wo deliver nahi hui koi ur si watch deliver kry hi ur quality bhi achi nahi hi,0
koe bot mt karna meny order kry then bot us may sy ek khatab nikli hi and return bhi nhi kar rhi ye log price km honi ki waja sy,0
mjhe tw yeh bohat hi ziada acha hai price iski bohat kaam hai lekin iss mein koi kharabi nahi hai led bright hai aur time b sahi aata hai iss mein doosri baat yeh hai k yeh pehenne mein comfortable hai iska rubber bohat soft hai kaafi stylish lagta hai mjhe tw khush hon mein iss se,2
watch dekhnay mein tou achi hai liken quality itni koi khaas nahi hai bohat hay halka dial hai aur leather bhi khenchnay se phatt raha hai iski quality agar achi kar dein tou ye kaafi trendy watch hou,0
look mai achi hsi lekin bohat naazuk hai thora sa zor du aur toot jaye gi,2
mujhe tou yeh band itna khaas nai laga bilkul halki quality ka hai meine jo price pe ki hai usmein itna acha nai laga mujhe bas iss mein light hai jo din mein bhi nazar ajatee hai iske elawa aur kuch pasand nai aya,2
jaisai pictures mein dekhaya tha waisa exactly nai milla aur size bhi chota tha wrist pe hi sirf aati hai aur watch ka dial kuch zyada chota hai mujhe yeh itni mazboot bhi nai laggi,2
iss se tou itna maza nai aya mujhe meri wife ko pasand tou aya hai lekin iss ki qualityy kaafi halki hai mein isse umeed nai rakhraha ke zyada chal paye yeh ghari tak acha hai lekin barcelet wali quality nai mehsoos hui mujhe,2
in economical price its very good very fashionable,2
achi heat hai,2
color bilkul natural lagta hai mere hair color se sahi se match hua hai aur laganay mein b asan hai lekin mjhe isko lagatay hue bohat dar lagta hai qk spray karne k foran baad yeh bohat ziada heat up krdeta hai bohat hi zada heat mehsoos hoti hai isliye mene isko apply karna chordia hai,0
zabardust,2
jaldi may usay karne k liye sahi hai lekin yeh bilkul b lasting nahi hai aur isko laganay k baad aap kahin lait nahi skte kyun k yeh pillow pe lag jata hai cover tw theek tarhan se karta hai saray grey hair ko lekin lasting b nahi hai iski aur resistance b aur paison k lehaz se bottle bohat choti hai sirf times usay hoskta hai laganay k baad feel nahi hota k kuch fake laga hua hai yeh baat achi hai,0
thay hair color spray iss totally effective and this was just according tu what eay hadd expected aas it iss quite easy tu apply and was well explained un thay website aas well thay shade was indeed aas mentioned and it does last aas long aas you du nut wash it out with shampoo aas it iss easy tu remove aas well,1
ye trimmer mere bara kaam araha hai kyunkay na sirf mein iss se shave bana leta hon balkay iske baki cutters ki badaulat mein nose hair bhi trim kar leta hon ye perfect cheez hai shaving ke liye,2
bhot acha hay,2
mujhe yeh facewash bohat acha laga aur mein isko future mein bhi usay karunga,2
bht acha item hai usay karni may acha lga,2
istimaal kiya acha laga kaafi acha face wash hai,2
shukriya gift dene ke liay,2
it was good face wash,2
thankyou daraz mujhe complimentary gift dene k liay,2
kaafi achi machine hai in this price battery agar kharab beh ho jae toh aram se new bazar se le k change ke la sakti hai,2
quality bht achi hai product ki,2
acha product hai,2
acha product hai skin k liay,2
mera hisaab se yeh trimmer set bohat hi lajwab hai aur saray pieces sath mein bohat khoob chalte hain charging ka exactly note nai kia overnight rakhdeta hon aur subah istemaal hojata hi lamba time ke liay qur quality bhi achi hai trimming aur safai ki,2
considering thay price jo details pictures mein dikhaya hai wohi item dia hai trusted seller,1
mein bohat satisfy ho daraz se,2
product bohat achi thi iss ko istimaal se taro tazgi ka ahsas hua skin chanak gayi happy with product,2
